Time since start in ms ,ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²)
336745,1.638,-1.188,10.333
336809,2.097,-1.513,9.021
336888,1.197,-1.714,10.027
336948,1.494,-1.465,9.864
337008,1.877,-1.226,9.606
337068,1.963,-1.14,9.778
337128,2.078,-1.398,9.807
337187,2.461,-1.963,10.544
337247,2.375,-1.762,9.596
337307,2.404,-1.494,9.625
337367,2.27,-1.274,9.634
337427,1.743,-1.369,9.462
337487,1.666,-1.197,9.912
337547,1.255,-1.178,9.098
337608,0.986,-1.207,9.74
337668,1.092,-1.456,9.902
337727,0.757,-2.184,9.663
337787,1.13,-2.231,9.5
337847,0.986,-1.647,9.5
337907,0.967,-1.302,10.534
337968,1.025,-1.58,10.353
338028,1.389,-1.762,10.343
338087,1.408,-1.915,10.314
338147,1.58,-1.772,10.649
338207,2.471,-1.494,9.845
338268,2.059,-1.408,9.883
338323,2.318,-1.504,9.644
338387,1.59,-1.733,10.247
338448,1.274,-1.561,9.357
338507,0.603,-1.36,9.941
338567,0.239,-1.417,9.807
338628,0.201,-1.197,9.27
338683,0.048,-1.255,9.337
338748,0.278,-1.053,9.653
338805,0.259,-1.073,9.558
338867,0.048,-1.044,9.376
338927,0.211,-1.188,9.644
338987,0.278,-1.044,9.625
339048,0.048,-1.379,9.596
339108,0.517,-1.676,9.96
339168,0.182,-1.456,10.094
339227,0.249,-1.465,10.171
339287,0.201,-1.235,9.74
339347,0.048,-0.737,9.816
339407,0.077,-0.431,9.701
339463,0.22,-0.575,9.816
339523,0.22,-0.871,9.491
339528,0.01,-0.871,9.491
339587,0.086,-1.034,9.443
339648,0.211,-0.948,9.606
339708,0.115,-0.69,9.759
339767,0.249,-0.699,9.797
339828,0.172,-0.498,9.759
339888,0.115,-0.488,9.366
339945,0.345,-0.517,9.577
339998,0.287,-0.546,9.816
340069,0.249,-0.46,9.797
340127,0.268,-0.584,9.644
340187,0.354,-0.469,9.548
340247,0.613,-0.278,9.653
340308,0.939,-0.383,9.385
340367,1.188,-0.594,9.874
340427,1.551,-0.594,9.835
340488,1.513,-0.91,9.72
340548,1.398,-0.498,9.577
340607,1.207,-0.383,9.874
340668,1.111,-0.421,10.132
340727,1.226,-0.364,9.874
340787,1.36,-0.508,9.251
340848,1.13,-0.852,10.104
340908,1.274,-0.785,10.218
340967,1.609,-0.498,9.462
341028,1.647,-0.335,9.893
341088,2.069,-0.278,9.414
341147,2.279,-0.316,10.209
341207,2.337,-0.144,9.337
341268,2.538,-0.383,9.883
341328,2.605,-0.335,10.142
341388,2.567,-0.335,9.462
341448,2.48,-0.718,9.807
341507,2.327,-0.441,9.768
341568,1.858,-0.373,9.548
341628,1.925,-0.527,9.711
341683,1.925,-0.45,10.123
341688,1.973,-0.45,10.123
341743,1.973,-0.239,9.481
341747,1.954,-0.239,9.481
341803,1.954,-0.383,9.682
341808,1.647,-0.383,9.682
341867,1.772,-0.546,9.797
341927,0.201,-0.412,10.582
341984,-0.728,-0.354,9.874
342043,-0.326,-0.546,10.104
342107,0.105,-0.46,8.935
342167,0.527,-0.642,9.261
342228,0.153,-0.431,9.979
342288,-0.182,-0.297,9.72
342347,0.048,-0.431,9.845
342403,0.163,-0.364,9.606
342467,0.354,-0.546,9.893
342528,0.163,-0.469,10.123
342587,-0.029,-0.412,9.73
342647,0.067,-0.488,10.228
342707,0.048,-0.402,9.443
342763,0.278,-0.594,9.835
342824,0.153,-0.421,9.826
342888,0.019,-0.498,9.912
342947,0.192,-0.536,9.807
343008,0.019,-0.402,9.519
343068,0.182,-0.613,9.931
343128,0.105,-0.479,10.228
343187,0.192,-0.527,9.845
343247,0.105,-0.412,10.123
343307,0.038,-0.431,9.759
343367,0.172,-0.546,9.749
343423,0.096,-0.393,9.51
343487,0.192,-0.517,9.979
343543,0.192,-0.45,10.218
343548,0.124,-0.45,10.218
343608,0.038,-0.402,9.682
343668,0.211,-0.527,9.711
343727,0.086,-0.393,9.586
343788,0.182,-0.546,9.797
343848,0.048,-0.402,9.5
343907,0.192,-0.613,9.998
343968,0.096,-0.45,9.902
344027,0.144,-0.508,9.969
344087,0.115,-0.431,9.902
344148,0.182,-0.498,9.778
344207,0.124,-0.441,9.931
344267,0.163,-0.508,9.874
344323,0.067,-0.46,9.529
344388,0.096,-0.508,9.902
344447,0.057,-0.479,9.558
344508,0.105,-0.517,9.941
344568,0.077,-0.412,9.558
344628,0.192,-0.498,9.883
344688,0.115,-0.421,9.835
344748,0.172,-0.517,9.922
344803,0.134,-0.498,10.046
344868,0.029,-0.441,9.491
344927,0.144,-0.45,10.027
344988,0.096,-0.488,9.787
345047,0.134,-0.594,9.835
345107,0.019,-0.46,9.366
345168,0.182,-0.527,9.845
345228,0.153,-0.364,10.218
345283,0.153,-0.326,9.74
345288,0.038,-0.326,9.74
345348,0.172,-0.565,9.759
345403,0.172,-0.565,9.749
345407,0.057,-0.498,9.749
345467,0.259,-0.584,9.797
345527,0.144,-0.373,9.759
345587,0.029,-0.393,10.056
345643,0.067,-0.565,10.017
345708,0.46,-0.651,10.027
345767,0.115,-0.575,9.941
345827,-0.182,-0.421,9.797
345887,0.048,-0.393,9.807
345947,0.23,-0.469,9.759
346008,0.192,-0.508,9.883
346068,0.077,-0.488,9.874
346127,0.096,-0.469,9.787
346187,0.182,-0.527,9.797
346248,0.124,-0.565,9.845
346307,0.134,-0.555,9.835
346367,0.144,-0.469,9.807
346428,0.124,-0.421,9.787
346488,0.144,-0.45,9.768
346548,0.105,-0.469,9.816
346607,0.115,-0.498,9.816
346667,0.163,-0.498,9.807
346728,0.163,-0.469,9.787
346787,0.124,-0.479,9.787
346844,0.115,-0.498,9.807
346907,0.153,-0.469,9.797
346967,0.163,-0.469,9.797
347027,0.115,-0.45,9.797
347087,0.134,-0.45,9.797
347148,0.144,-0.536,9.759
347207,0.057,-0.527,9.845
347268,0.067,-0.46,9.797
347327,0.153,-0.488,9.807
347387,0.239,-0.508,9.797
347448,0.172,-0.546,9.73
347508,0.096,-0.479,9.807
347566,0.048,-0.335,9.816
347628,0.153,-0.373,9.807
347687,0.211,-0.517,9.816
347747,0.163,-0.555,9.797
347805,0.096,-0.555,9.797
347867,0.124,-0.421,9.797
347927,0.163,-0.373,9.778
347988,0.172,-0.45,9.797
348048,0.115,-0.488,9.797
348108,0.105,-0.546,9.797
348168,0.144,-0.536,9.749
348228,0.144,-0.488,9.778
348287,0.134,-0.46,9.807
348347,0.153,-0.441,9.816
348403,0.172,-0.46,9.797
348467,0.153,-0.479,9.797
348528,0.134,-0.479,9.807
348588,0.115,-0.488,9.778
348708,0.134,-0.46,9.816
348767,0.144,-0.46,9.787
348828,0.124,-0.46,9.797
348888,0.134,-0.488,9.816
348948,0.153,-0.498,9.797
349007,0.153,-0.469,9.807
349068,0.134,-0.469,9.797
349127,0.134,-0.45,9.807
349188,0.144,-0.469,9.797
349247,0.144,-0.488,9.807
349368,0.124,-0.508,9.826
349427,0.124,-0.45,9.797
349547,0.144,-0.469,9.74
349607,0.086,-0.469,9.778
349727,0.153,-0.46,9.797
349787,0.134,-0.508,9.797
349847,0.134,-0.488,9.826
349907,0.124,-0.469,9.768
349967,0.134,-0.469,9.807
350028,0.105,-0.469,9.787
350083,0.105,-0.488,9.787
350088,0.086,-0.488,9.787
350207,0.134,-0.45,9.787
350267,0.115,-0.469,9.797
350327,0.115,-0.46,9.778
350447,0.115,-0.479,9.797
350507,0.144,-0.479,9.787
350568,0.144,-0.469,9.768
350627,0.134,-0.479,9.797
350808,0.134,-0.508,9.807
350928,0.153,-0.488,9.826
350987,0.153,-0.479,9.787
351048,0.163,-0.479,9.73
351167,0.096,-0.488,9.807
351227,0.105,-0.45,9.787
351287,0.172,-0.546,9.452
351347,0.115,-0.46,9.787
351527,0.067,-0.46,9.902
351587,0.134,-0.479,9.864
351648,0.134,-0.479,9.855
351703,0.105,-0.488,9.778
351768,0.172,-0.46,9.787
351828,0.067,-0.536,9.826
351888,0.134,-0.575,9.768
351947,0.134,-0.441,9.759
352008,0.134,-0.46,9.826
352063,0.144,-0.45,9.826
352128,0.038,-0.536,9.826
352187,0.144,-0.488,9.787
352308,0.067,-0.431,9.826
352363,0.163,-0.498,9.797
352428,0.115,-0.488,9.787
352547,0.134,-0.441,9.768
352608,0.124,-0.469,9.807
352667,0.153,-0.479,9.816
352728,0.153,-0.45,9.797
352847,0.211,-0.46,9.797
352967,0.134,-0.441,9.816
353028,0.163,-0.479,9.816
353087,0.163,-0.421,9.797
353143,0.124,-0.45,9.787
353268,0.124,-0.469,9.797
353387,0.124,-0.488,9.787
353443,0.115,-0.469,9.768
353507,0.153,-0.412,9.73
353563,0.153,-0.345,9.663
353568,0.22,-0.345,9.663
353623,0.057,-0.431,9.797
353747,0.268,-0.488,9.797
353803,0.268,-0.488,9.749
353808,0.134,-0.488,9.749
353928,0.163,-0.393,9.749
353987,0.086,-0.383,9.807
354048,0.077,-0.555,9.749
354107,0.029,-0.488,9.778
354168,0.134,-0.536,9.749
354228,0.144,-0.469,9.759
354287,0.144,-0.431,9.835
354347,0.163,-0.479,9.807
354453,0.134,-0.412,9.74
354587,0.124,-0.479,9.826
354648,0.163,-0.46,9.778
354708,0.124,-0.46,9.768
354888,0.144,-0.498,9.807
354947,0.134,-0.421,9.797
355007,0.211,-0.527,9.385
355068,0.383,-0.479,9.175
355127,0.508,-0.46,9.06
355187,0.144,-0.508,9.883
355243,0.421,-0.22,9.883
355303,0.421,-0.699,10.19
355307,-0.182,-0.699,10.19
355367,0.096,-0.469,9.816
355427,0.153,-0.469,9.615
355487,0.029,-0.527,9.912
355548,0.096,-0.479,9.759
355603,0.153,-0.479,9.864
355667,0.029,-0.479,9.807
355728,0.134,-0.441,9.845
355789,0.144,-0.488,9.768
355853,0.144,-0.402,9.845
355913,0.115,-0.412,9.759
355973,0.211,-0.498,9.778
356032,0.163,-0.373,9.759
356093,0.22,-0.479,9.787
356155,0.086,-0.46,9.759
356212,0.115,-0.45,9.73
356272,0.134,-0.46,9.778
356332,0.115,-0.441,9.778
356392,0.144,-0.441,9.759
356452,0.124,-0.441,9.759
356513,0.124,-0.46,9.74
356572,0.124,-0.45,9.759
356632,0.115,-0.441,9.768
356693,0.115,-0.431,9.73
356752,0.115,-0.421,9.73
356812,0.115,-0.441,9.749
356872,0.144,-0.441,9.778
356933,0.105,-0.441,9.759
357052,0.105,-0.441,9.778
357113,0.124,-0.46,9.759
357233,0.115,-0.431,9.759
357293,0.096,-0.441,9.778
357353,0.105,-0.431,9.759
357413,0.115,-0.469,9.759
357472,0.096,-0.469,9.778
357592,0.134,-0.45,9.768
357652,0.134,-0.431,9.749
357773,0.105,-0.441,9.816
357833,0.124,-0.45,9.807
357892,0.172,-0.469,9.883
358193,0.134,-0.469,9.778
358252,0.115,-0.431,9.749
358312,0.105,-0.441,9.749
358372,0.124,-0.441,9.749
358492,0.115,-0.45,9.759
358552,0.115,-0.45,9.768
358613,0.105,-0.45,9.749
358673,0.105,-0.441,9.768
358913,0.105,-0.46,9.759
359032,0.134,-0.431,9.759
359152,0.115,-0.441,9.759
359392,0.124,-0.45,9.768
359573,0.115,-0.45,9.787
359753,0.134,-0.45,9.759
359813,0.124,-0.441,9.768
359872,0.134,-0.431,9.768
359932,0.134,-0.421,9.759
359992,0.134,-0.421,9.768
360053,0.153,-0.421,9.768
360113,0.134,-0.441,9.74
360352,0.124,-0.431,9.749
360832,0.105,-0.431,9.749
360952,0.124,-0.45,9.778
361041,0.115,-0.441,9.73
361122,0.096,-0.431,9.74
361192,0.124,-0.46,9.749
361312,0.124,-0.431,9.768
361432,0.124,-0.469,9.74
361492,0.124,-0.469,9.749
361552,0.096,-0.45,9.749
361613,0.105,-0.45,9.74
361672,0.115,-0.441,9.74
361733,0.124,-0.441,9.567
361792,0.115,-0.45,9.72
361853,0.115,-0.45,9.701
361917,0.115,-0.469,9.73
361972,0.105,-0.45,9.72
362032,0.124,-0.441,9.73
362097,0.124,-0.431,9.74
362152,0.105,-0.441,9.74
362338,0.115,-0.469,9.74
362393,0.124,-0.441,9.74
362518,0.105,-0.46,9.72
362573,0.144,-0.46,9.74
362638,0.134,-0.45,9.73
362692,0.105,-0.431,9.73
362759,0.124,-0.45,9.72
362797,0.115,-0.46,9.73
362872,0.134,-0.45,9.72
362932,0.134,-0.469,9.835
